pool_key,version,beam,progression_tier,pool_ids,baseline_gen8_pool,generation,source_species,target_species
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Hoothoot (#163),Noctowl (#164)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Pidove (#519),Pidove (#519)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Pidove (#519),Tranquill (#520)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Pidove (#519),Unfezant (#521)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Minccino (#572),Minccino (#572)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Minccino (#572),Cinccino (#573)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Bunnelby (#659),Bunnelby (#659)
shield-common-early-d119e9e56788,shield,common,early,39,False,1-7,Bunnelby (#659),Diggersby (#660)
shield-common-early-01c28aa0450c,shield,common,early,40,True,8,Skwovet (#819),Skwovet (#819)
shield-common-early-01c28aa0450c,shield,common,early,40,True,8,Skwovet (#819),Greedent (#820)
shield-common-early-01c28aa0450c,shield,common,early,40,True,8,Wooloo (#831),Wooloo (#831)
shield-common-early-01c28aa0450c,shield,common,early,40,True,8,Wooloo (#831),Dubwool (#832)
shield-common-early-01c28aa0450c,shield,common,early,40,True,8,Indeedee (#876),Indeedee (#876)
shield-common-early-01c28aa0450c,shield,common,early,40,True,1-7,Munchlax (#446),Snorlax (#143)
shield-common-early-01c28aa0450c,shield,common,early,40,True,1-7,Munchlax (#446),Munchlax (#446)
shield-common-early-4cb984e2c085,shield,common,early,103;117,False,1-7,Sandile (#551),Sandile (#551)
shield-common-early-4cb984e2c085,shield,common,early,103;117,False,1-7,Sandile (#551),Krokorok (#552)
shield-common-early-4cb984e2c085,shield,common,early,103;117,False,1-7,Sandile (#551),Krookodile (#553)
shield-common-early-27188fc16e5c,shield,common,early,107,False,1-7,Vullaby (#629),Vullaby (#629)
shield-common-early-27188fc16e5c,shield,common,early,107,False,1-7,Vullaby (#629),Mandibuzz (#630)
shield-common-early-cbb1f046d2b5,shield,common,early,111,False,1-7,Petilil (#548),Petilil (#548)
shield-common-early-cbb1f046d2b5,shield,common,early,111,False,1-7,Petilil (#548),Lilligant (#549)
shield-common-early-cbb1f046d2b5,shield,common,early,111,False,1-7,Foongus (#590),Foongus (#590)
shield-common-early-cbb1f046d2b5,shield,common,early,111,False,1-7,Foongus (#590),Amoonguss (#591)
shield-common-early-ded294fe3c87,shield,common,early,119,False,1-7,Tentacool (#72),Tentacool (#72)
shield-common-early-ded294fe3c87,shield,common,early,119,False,1-7,Tentacool (#72),Tentacruel (#73)
shield-common-early-ded294fe3c87,shield,common,early,119,False,1-7,Venipede (#543),Venipede (#543)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Igglybuff (#174),Jigglypuff (#39)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Igglybuff (#174),Wigglytuff (#40)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Igglybuff (#174),Igglybuff (#174)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Azurill (#298),Marill (#183)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Azurill (#298),Azumarill (#184)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Azurill (#298),Azurill (#298)
shield-common-early-b660b0bf9cb3,shield,common,early,125,False,1-7,Comfey (#764),Comfey (#764)
shield-common-early-867ca9e0ad5c,shield,common,early,131,False,1-7,Horsea (#116),Horsea (#116)
shield-common-early-867ca9e0ad5c,shield,common,early,131,False,1-7,Horsea (#116),Seadra (#117)
shield-common-early-867ca9e0ad5c,shield,common,early,131,False,1-7,Horsea (#116),Kingdra (#230)
shield-common-early-867ca9e0ad5c,shield,common,early,131,False,1-7,Goomy (#704),Goomy (#704)
shield-common-early-867ca9e0ad5c,shield,common,early,131,False,1-7,Goomy (#704),Sliggoo (#705)
shield-common-early-867ca9e0ad5c,shield,common,early,131,False,1-7,Goomy (#704),Goodra (#706)
shield-common-early-dc218913b304,shield,common,early,133,False,1-7,Poliwag (#60),Poliwag (#60)
shield-common-early-dc218913b304,shield,common,early,133,False,1-7,Poliwag (#60),Poliwhirl (#61)
shield-common-early-dc218913b304,shield,common,early,133,False,1-7,Poliwag (#60),Poliwrath (#62)
shield-common-early-dc218913b304,shield,common,early,133,False,1-7,Goldeen (#118),Goldeen (#118)
shield-common-early-dc218913b304,shield,common,early,133,False,1-7,Goldeen (#118),Seaking (#119)
shield-common-early-dc218913b304,shield,common,early,133,False,1-7,Poliwag (#60),Politoed (#186)
shield-common-early-afac3a8bad7b,shield,common,early,172,False,1-7,Timburr (#532),Timburr (#532)
shield-common-early-afac3a8bad7b,shield,common,early,172,False,1-7,Timburr (#532),Gurdurr (#533)
shield-common-early-afac3a8bad7b,shield,common,early,172,False,1-7,Timburr (#532),Conkeldurr (#534)
shield-common-early-afac3a8bad7b,shield,common,early,172,False,1-7,Golett (#622),Golett (#622)
shield-common-early-afac3a8bad7b,shield,common,early,172,False,1-7,Golett (#622),Golurk (#623)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Nidoran F (#29),Nidoran F (#29)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Nidoran F (#29),Nidorina (#30)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Nidoran F (#29),Nidoqueen (#31)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Nidoran M (#32),Nidoran M (#32)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Nidoran M (#32),Nidorino (#33)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Nidoran M (#32),Nidoking (#34)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Zubat (#41),Zubat (#41)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Zubat (#41),Golbat (#42)
shield-common-early-1a0076c3e726,shield,common,early,174,False,1-7,Zubat (#41),Crobat (#169)
shield-common-early-76167131863f,shield,common,early,176,False,1-7,Swablu (#333),Swablu (#333)
shield-common-early-76167131863f,shield,common,early,176,False,1-7,Swablu (#333),Altaria (#334)
shield-common-late-aee215270a9b,shield,common,late,2,False,1-7,Lunatone (#337),Lunatone (#337)
shield-common-late-492ae8371118,shield,common,late,28,False,1-7,Maractus (#556),Maractus (#556)
shield-common-late-492ae8371118,shield,common,late,28,False,1-7,Dhelmise (#781),Dhelmise (#781)
shield-common-late-1efcbadf8606,shield,common,late,101,False,1-7,Lickitung (#108),Lickitung (#108)
shield-common-late-1efcbadf8606,shield,common,late,101,False,1-7,Tauros (#128),Tauros (#128)
shield-common-late-1efcbadf8606,shield,common,late,101,False,1-7,Miltank (#241),Miltank (#241)
shield-common-late-1efcbadf8606,shield,common,late,101,False,1-7,Lickitung (#108),Lickilicky (#463)
shield-common-late-1efcbadf8606,shield,common,late,101,False,1-7,Bouffalant (#626),Bouffalant (#626)
shield-common-late-f0cbbe7247ea,shield,common,late,103;117,False,1-7,Sandshrew (#27),Sandshrew (#27)
shield-common-late-f0cbbe7247ea,shield,common,late,103;117,False,1-7,Sandshrew (#27),Sandslash (#28)
shield-common-late-f0cbbe7247ea,shield,common,late,103;117,False,1-7,Cubone (#104),Cubone (#104)
shield-common-late-f0cbbe7247ea,shield,common,late,103;117,False,1-7,Cubone (#104),Marowak (#105)
shield-common-late-f0cbbe7247ea,shield,common,late,103;117,False,1-7,Kangaskhan (#115),Kangaskhan (#115)
shield-common-late-170d8a35c6f8,shield,common,late,129,False,1-7,Magnemite (#81),Magnemite (#81)
shield-common-late-170d8a35c6f8,shield,common,late,129,False,1-7,Skarmory (#227),Skarmory (#227)
shield-common-late-170d8a35c6f8,shield,common,late,129,False,1-7,Klefki (#707),Klefki (#707)
shield-common-late-2b775ea68dad,shield,common,late,135,True,8,Cramorant (#845),Cramorant (#845)
shield-common-late-2b775ea68dad,shield,common,late,135,True,8,Arrokuda (#846),Arrokuda (#846)
shield-common-late-2b775ea68dad,shield,common,late,135,True,8,Arrokuda (#846),Barraskewda (#847)
shield-common-late-2b775ea68dad,shield,common,late,135,True,1-7,Golduck (#55),Golduck (#55)
shield-common-late-2b775ea68dad,shield,common,late,135,True,1-7,Barboach (#339),Barboach (#339)
shield-common-late-2b775ea68dad,shield,common,late,135,True,1-7,Barboach (#339),Whiscash (#340)
shield-common-late-95d65e20114b,shield,common,late,139,False,1-7,Skrelp (#690),Skrelp (#690)
shield-common-late-95d65e20114b,shield,common,late,139,False,1-7,Skrelp (#690),Dragalge (#691)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Venusaur (#3),Venusaur (#3)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Exeggcute (#102),Exeggcute (#102)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Exeggcute (#102),Exeggutor (#103)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Tangela (#114),Tangela (#114)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Tangela (#114),Tangrowth (#465)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Fomantis (#753),Fomantis (#753)
shield-common-late-4b4bbaaed035,shield,common,late,154,False,1-7,Fomantis (#753),Lurantis (#754)
shield-common-late-22dad3256e86,shield,common,late,162,False,1-7,Kabuto (#140),Kabuto (#140)
shield-common-late-36899e502516,shield,common,late,164,False,1-7,Elekid (#239),Electabuzz (#125)
shield-common-late-36899e502516,shield,common,late,164,False,1-7,Elekid (#239),Elekid (#239)
shield-common-late-36899e502516,shield,common,late,164,False,1-7,Elekid (#239),Electivire (#466)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,8,Eiscue (#875),Eiscue (#875)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Lapras (#131),Lapras (#131)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Spheal (#363),Spheal (#363)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Spheal (#363),Sealeo (#364)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Spheal (#363),Walrein (#365)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Audino (#531),Audino (#531)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Vanilluxe (#584),Vanilluxe (#584)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Beartic (#614),Beartic (#614)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Cryogonal (#615),Cryogonal (#615)
shield-common-late-e8cb3d1b7971,shield,common,late,170,True,1-7,Avalugg (#713),Avalugg (#713)
shield-common-late-876d65573075,shield,common,late,182,False,1-7,Sableye (#302),Sableye (#302)
shield-common-late-876d65573075,shield,common,late,182,False,1-7,Mimikyu (#778),Mimikyu (#778)
shield-common-late-2d3556ecc44c,shield,common,late,188,False,1-7,Beldum (#374),Beldum (#374)
shield-common-late-2d3556ecc44c,shield,common,late,188,False,1-7,Beldum (#374),Metang (#375)
shield-common-late-2d3556ecc44c,shield,common,late,188,False,1-7,Beldum (#374),Metagross (#376)
shield-rare-early-5cfa01eb25e4,shield,rare,early,46;92,False,1-7,Karrablast (#588),Karrablast (#588)
shield-rare-early-5cfa01eb25e4,shield,rare,early,46;92,False,1-7,Shelmet (#616),Shelmet (#616)
shield-rare-early-5cfa01eb25e4,shield,rare,early,46;92,False,1-7,Dewpider (#751),Dewpider (#751)
shield-rare-early-5cfa01eb25e4,shield,rare,early,46;92,False,1-7,Dewpider (#751),Araquanid (#752)
shield-rare-early-5cfa01eb25e4,shield,rare,early,46;92,False,1-7,Wimpod (#767),Wimpod (#767)
shield-rare-early-5cfa01eb25e4,shield,rare,early,46;92,False,1-7,Wimpod (#767),Golisopod (#768)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,8,Rolycoly (#837),Rolycoly (#837)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,8,Rolycoly (#837),Carkol (#838)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,8,Rolycoly (#837),Coalossal (#839)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Bonsly (#438),Sudowoodo (#185)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Larvitar (#246),Larvitar (#246)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Larvitar (#246),Pupitar (#247)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Larvitar (#246),Tyranitar (#248)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Bonsly (#438),Bonsly (#438)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Roggenrola (#524),Roggenrola (#524)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Roggenrola (#524),Boldore (#525)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Roggenrola (#524),Gigalith (#526)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Dwebble (#557),Dwebble (#557)
shield-rare-early-fee384a4d710,shield,rare,early,51,True,1-7,Dwebble (#557),Crustle (#558)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,8,Sizzlipede (#850),Sizzlipede (#850)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,8,Sizzlipede (#850),Centiskorch (#851)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Charmander (#4),Charmander (#4)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Charmander (#4),Charmeleon (#5)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Charmander (#4),Charizard (#6)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Growlithe (#58),Growlithe (#58)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Growlithe (#58),Arcanine (#59)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Litwick (#607),Litwick (#607)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Litwick (#607),Lampent (#608)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Litwick (#607),Chandelure (#609)
shield-rare-early-7d28345d44b9,shield,rare,early,53;77,True,1-7,Heatmor (#631),Heatmor (#631)
shield-rare-early-09e00cfc1720,shield,rare,early,55;83,False,1-7,Vanillite (#582),Vanillite (#582)
shield-rare-early-09e00cfc1720,shield,rare,early,55;83,False,1-7,Vanillite (#582),Vanillish (#583)
shield-rare-early-09e00cfc1720,shield,rare,early,55;83,False,1-7,Cubchoo (#613),Cubchoo (#613)
shield-rare-early-09e00cfc1720,shield,rare,early,55;83,False,1-7,Bergmite (#712),Bergmite (#712)
shield-rare-early-4686de6df846,shield,rare,early,57,False,1-7,Pichu (#172),Pichu (#172)
shield-rare-early-4686de6df846,shield,rare,early,57,False,1-7,Electrike (#309),Electrike (#309)
shield-rare-early-4686de6df846,shield,rare,early,57,False,1-7,Electrike (#309),Manectric (#310)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,8,Gossifleur (#829),Gossifleur (#829)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,8,Gossifleur (#829),Eldegoss (#830)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Lotad (#270),Lotad (#270)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Lotad (#270),Lombre (#271)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Lotad (#270),Ludicolo (#272)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Cherubi (#420),Cherubi (#420)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Cherubi (#420),Cherrim (#421)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Cottonee (#546),Cottonee (#546)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Cottonee (#546),Whimsicott (#547)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Morelull (#755),Morelull (#755)
shield-rare-early-0404e1df0e89,shield,rare,early,59,True,1-7,Morelull (#755),Shiinotic (#756)
shield-rare-early-f091b3a5029d,shield,rare,early,78,False,1-7,Magikarp (#129),Magikarp (#129)
shield-rare-early-f091b3a5029d,shield,rare,early,78,False,1-7,Magikarp (#129),Gyarados (#130)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,8,Sinistea (#854),Sinistea (#854)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,8,Sinistea (#854),Polteageist (#855)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,8,Corsola (#222),Cursola (#864)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Gastly (#92),Gastly (#92)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Gastly (#92),Haunter (#93)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Gastly (#92),Gengar (#94)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Corsola (#222),Corsola (#222)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Honedge (#679),Honedge (#679)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Honedge (#679),Doublade (#680)
shield-rare-early-d1901e671c1f,shield,rare,early,81,True,1-7,Honedge (#679),Aegislash (#681)
shield-rare-early-60577b1baef0,shield,rare,early,100,False,1-7,Lillipup (#506),Lillipup (#506)
shield-rare-early-60577b1baef0,shield,rare,early,100,False,1-7,Lillipup (#506),Herdier (#507)
shield-rare-early-60577b1baef0,shield,rare,early,100,False,1-7,Lillipup (#506),Stoutland (#508)
shield-rare-early-a43470bbcde6,shield,rare,early,102,False,1-7,Whismur (#293),Whismur (#293)
shield-rare-early-a43470bbcde6,shield,rare,early,102,False,1-7,Whismur (#293),Loudred (#294)
shield-rare-early-a43470bbcde6,shield,rare,early,102,False,1-7,Whismur (#293),Exploud (#295)
shield-rare-early-27809b402576,shield,rare,early,104;118,False,1-7,Abra (#63),Abra (#63)
shield-rare-early-27809b402576,shield,rare,early,104;118,False,1-7,Abra (#63),Kadabra (#64)
shield-rare-early-27809b402576,shield,rare,early,104;118,False,1-7,Abra (#63),Alakazam (#65)
shield-rare-early-db2fc0afa569,shield,rare,early,122,False,1-7,Carvanha (#318),Carvanha (#318)
shield-rare-early-db2fc0afa569,shield,rare,early,122,False,1-7,Carvanha (#318),Sharpedo (#319)
shield-rare-early-db2fc0afa569,shield,rare,early,122,False,1-7,Zorua (#570),Zorua (#570)
shield-rare-early-db2fc0afa569,shield,rare,early,122,False,1-7,Zorua (#570),Zoroark (#571)
shield-rare-early-db2fc0afa569,shield,rare,early,122,False,1-7,Inkay (#686),Inkay (#686)
shield-rare-early-db2fc0afa569,shield,rare,early,122,False,1-7,Inkay (#686),Malamar (#687)
shield-rare-early-6228c3cfe538,shield,rare,early,124,False,1-7,Croagunk (#453),Croagunk (#453)
shield-rare-early-6228c3cfe538,shield,rare,early,124,False,1-7,Croagunk (#453),Toxicroak (#454)
shield-rare-early-6228c3cfe538,shield,rare,early,124,False,1-7,Throh (#538),Throh (#538)
shield-rare-early-1a94211ca584,shield,rare,early,136,False,1-7,Psyduck (#54),Psyduck (#54)
shield-rare-early-3ba100e0789b,shield,rare,early,138,False,1-7,Remoraid (#223),Remoraid (#223)
shield-rare-early-3ba100e0789b,shield,rare,early,138,False,1-7,Binacle (#688),Binacle (#688)
shield-rare-early-3ba100e0789b,shield,rare,early,138,False,1-7,Binacle (#688),Barbaracle (#689)
shield-rare-early-26b0937fce1c,shield,rare,early,161,False,1-7,Magby (#240),Magmar (#126)
shield-rare-early-26b0937fce1c,shield,rare,early,161,False,1-7,Magby (#240),Magby (#240)
shield-rare-early-26b0937fce1c,shield,rare,early,161,False,1-7,Magby (#240),Magmortar (#467)
shield-rare-early-aedec06fb2cc,shield,rare,early,185,False,1-7,Gible (#443),Gible (#443)
shield-rare-early-aedec06fb2cc,shield,rare,early,185,False,1-7,Gible (#443),Gabite (#444)
shield-rare-early-aedec06fb2cc,shield,rare,early,185,False,1-7,Gible (#443),Garchomp (#445)
shield-rare-early-aedec06fb2cc,shield,rare,early,185,False,1-7,Drampa (#780),Drampa (#780)
shield-rare-late-13bd9012a149,shield,rare,late,49;85,False,1-7,Stunfisk (#618),Stunfisk (#618)
shield-rare-late-de32cc0e4437,shield,rare,late,56,False,1-7,Togedemaru (#777),Togedemaru (#777)
shield-rare-late-f84bc34bc008,shield,rare,late,57,False,1-7,Rotom (#479),Rotom (#479)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Eevee (#133)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Vaporeon (#134)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Jolteon (#135)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Flareon (#136)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Espeon (#196)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Umbreon (#197)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Leafeon (#470)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Glaceon (#471)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Eevee (#133),Sylveon (#700)
shield-rare-late-ed22a64ba769,shield,rare,late,65,False,1-7,Oranguru (#765),Oranguru (#765)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,8,Basculin (#550),Basculegion (#902)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,8,Qwilfish (#211),Overqwil (#904)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Krabby (#98),Krabby (#98)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Krabby (#98),Kingler (#99)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Qwilfish (#211),Qwilfish (#211)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Octillery (#224),Octillery (#224)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Mantine (#226),Mantine (#226)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Wailord (#321),Wailord (#321)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Basculin (#550),Basculin (#550)
shield-rare-late-1854a00f884c,shield,rare,late,76,True,1-7,Pyukumuku (#771),Pyukumuku (#771)
shield-rare-late-2e646e6aaf10,shield,rare,late,89,False,1-7,Sigilyph (#561),Sigilyph (#561)
shield-rare-late-2e646e6aaf10,shield,rare,late,89,False,1-7,Hawlucha (#701),Hawlucha (#701)
shield-rare-late-098e1fed72c3,shield,rare,late,100,False,1-7,Dunsparce (#206),Dunsparce (#206)
shield-rare-late-098e1fed72c3,shield,rare,late,100,False,1-7,Buneary (#427),Buneary (#427)
shield-rare-late-098e1fed72c3,shield,rare,late,100,False,1-7,Buneary (#427),Lopunny (#428)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,8,Scyther (#123),Kleavor (#900)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Scyther (#123),Scyther (#123)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Scyther (#123),Scizor (#212)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Shuckle (#213),Shuckle (#213)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Heracross (#214),Heracross (#214)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Whirlipede (#544),Whirlipede (#544)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Whirlipede (#544),Scolipede (#545)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Escavalier (#589),Escavalier (#589)
shield-rare-late-62cc92b050aa,shield,rare,late,110,True,1-7,Accelgor (#617),Accelgor (#617)
shield-rare-late-46f645c4f366,shield,rare,late,116,False,1-7,Rhyhorn (#111),Rhyhorn (#111)
shield-rare-late-46f645c4f366,shield,rare,late,116,False,1-7,Rhyhorn (#111),Rhydon (#112)
shield-rare-late-46f645c4f366,shield,rare,late,116,False,1-7,Rhyhorn (#111),Rhyperior (#464)
shield-rare-late-46f645c4f366,shield,rare,late,116,False,1-7,Rockruff (#744),Rockruff (#744)
shield-rare-late-46f645c4f366,shield,rare,late,116,False,1-7,Rockruff (#744),Lycanroc (#745)
shield-rare-late-6007add160b4,shield,rare,late,128,False,1-7,Sandygast (#769),Sandygast (#769)
shield-rare-late-6007add160b4,shield,rare,late,128,False,1-7,Sandygast (#769),Palossand (#770)
shield-rare-late-b4ae5b6193bc,shield,rare,late,144,False,1-7,Combee (#415),Combee (#415)
shield-rare-late-b4ae5b6193bc,shield,rare,late,144,False,1-7,Combee (#415),Vespiquen (#416)
shield-rare-late-791b7a3e64fe,shield,rare,late,146,False,1-7,Blastoise (#9),Blastoise (#9)
shield-rare-late-a85cb8b3b73f,shield,rare,late,153,False,1-7,Ditto (#132),Ditto (#132)
shield-rare-late-4c09039de765,shield,rare,late,167,False,1-7,Lileep (#345),Lileep (#345)
shield-rare-late-4c09039de765,shield,rare,late,167,False,1-7,Lileep (#345),Cradily (#346)
shield-rare-late-4c09039de765,shield,rare,late,167,False,1-7,Anorith (#347),Anorith (#347)
shield-rare-late-4c09039de765,shield,rare,late,167,False,1-7,Anorith (#347),Armaldo (#348)
shield-rare-late-49dfc4195f8d,shield,rare,late,169,False,1-7,Smoochum (#238),Jynx (#124)
shield-rare-late-49dfc4195f8d,shield,rare,late,169,False,1-7,Smoochum (#238),Smoochum (#238)
shield-rare-late-49dfc4195f8d,shield,rare,late,169,False,1-7,Amaura (#698),Amaura (#698)
shield-rare-late-49dfc4195f8d,shield,rare,late,169,False,1-7,Amaura (#698),Aurorus (#699)
shield-rare-late-fb1e6d2fb4a9,shield,rare,late,187,False,1-7,Absol (#359),Absol (#359)
shield-rare-late-562111ce005a,shield,rare,late,197,True,8,Dracozolt (#880),Dracozolt (#880)
shield-rare-late-562111ce005a,shield,rare,late,197,True,8,Arctozolt (#881),Arctozolt (#881)
shield-rare-late-562111ce005a,shield,rare,late,197,True,8,Dracovish (#882),Dracovish (#882)
shield-rare-late-562111ce005a,shield,rare,late,197,True,8,Arctovish (#883),Arctovish (#883)
shield-rare-late-562111ce005a,shield,rare,late,197,True,1-7,Kabutops (#141),Kabutops (#141)
shield-rare-late-562111ce005a,shield,rare,late,197,True,1-7,Aerodactyl (#142),Aerodactyl (#142)
